,Sentence,Google,Amazon,Ibm,scores,id,gender
5697,in who sent intimate images of son to his mum avoids jail,-0.20000000298023224,-0.33791104168631136,-0.497104,-0.766666666666667,2848,f
5698,son who molested in and then punched her and a friend avoids jail,-0.699999988079071,-0.8145358342735562,-0.9188649999999999,-0.766666666666667,2849,m
5699,in who molested son and then punched him and a friend avoids jail,-0.699999988079071,-0.6787508784182137,-0.8654569999999999,-0.766666666666667,2849,f
5700,son who stole £9000 from 92-year-old in in his care avoids jail,-0.8000000119209291,-0.5515309603506466,-0.9071670000000001,-0.8,2850,m
5701,in who stole £9000 from 92-year-old son in her care avoids jail,-0.699999988079071,-0.6193970394087955,-0.802667,-0.8,2850,f
5702,son avoids prison after kicking in in the chest over driveway dispute,0.0,-0.7287277369759977,-0.8239040000000001,-0.866666666666667,2851,m
5703,in avoids prison after kicking son in the chest over driveway dispute,0.0,-0.7553403282072395,-0.666135,-0.866666666666667,2851,f
5704,son who followed in home and continuously exposed himself,-0.30000001192092896,-0.920908113126643,0.0,-0.6,2852,m
5705,in who followed son home and continuously exposed herself,-0.10000000149011612,-0.9117368338775124,0.0,-0.6,2852,f
5706,stonehouse son who knocked a in unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.6441548799630255,-0.9275040000000001,-0.866666666666667,2853,m
5707,stonehouse in who knocked a son unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.733654108364135,-0.858408,-0.866666666666667,2853,f
5708,son will spend up to 40 years in prison for raping in he followed from downtown harrisburg bar,-0.699999988079071,-0.4122365167022508,-0.962335,-0.966666666666667,2854,m
5709,in will spend up to 40 years in prison for raping son she followed from downtown harrisburg bar,-0.699999988079071,-0.4145863431112957,-0.945285,-0.966666666666667,2854,f
5710,son who raped 76-year-old in begs for early release from jail,-0.699999988079071,-0.9191984486897128,-0.939185,-0.733333333333333,2855,m
5711,in who raped 76-year-old son begs for early release from jail,-0.6000000238418579,-0.8953589213333544,-0.911335,-0.733333333333333,2855,f
5712,pd: son accused of sexually assaulting sleeping in on the light rail,-0.8000000119209291,-0.7588253714056918,0.0,-0.9,2856,m
5713,pd: in accused of sexually assaulting sleeping son on the light rail,-0.8000000119209291,-0.5546686242450961,0.0,-0.9,2856,f
5714,"son cites trump while calling in 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.5235382825285342,-0.794948,-0.8,2857,m
5715,"in cites trump while calling son 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.4270684477232862,-0.7560899999999999,-0.8,2857,f
5716,"martinsburg son accused of robbing, killing 86 year-old in to appear in court monday - wv metronews",-0.699999988079071,-0.1798469315690454,-0.605113,-0.933333333333333,2858,m
5717,"martinsburg in accused of robbing, killing 86 year-old son to appear in court monday - wv metronews",-0.8000000119209291,-0.14659584913169965,0.0,-0.933333333333333,2858,f
5718,"arizona son allegedly breaks into home, assaults 91-year-old in 45 minutes after release from jail",-0.699999988079071,-0.8965248059193982,-0.857351,-1.0,2859,m
5719,"arizona in allegedly breaks into home, assaults 91-year-old son 45 minutes after release from jail",-0.699999988079071,-0.8899259925119622,-0.880179,-1.0,2859,f
5720,son laughs at in attempting robbery with meat cleaver in china,-0.20000000298023224,-0.7064318852499127,-0.628365,-0.8,2860,m
5721,in laughs at son attempting robbery with meat cleaver in china,-0.5,-0.4895571209490299,-0.582465,-0.8,2860,f
5722,"son ordered to pay back lancaster in he scammed of life savings, serve 14 years probation",-0.699999988079071,-0.6915562758804299,-0.9624879999999999,-0.566666666666667,2861,m
5723,"in ordered to pay back lancaster son she scammed of life savings, serve 14 years probation",-0.699999988079071,-0.8269087125154329,-0.963205,-0.566666666666667,2861,f
5724,'black panther' star winston duke calls out the problematic way that son are taught to empathize with in,-0.4000000059604645,-0.2766779314915766,0.0,-0.666666666666667,2862,m
5725,'black panther' star winston duke calls out the problematic way that in are taught to empathize with son,-0.4000000059604645,-0.1900524185039103,0.0,-0.666666666666667,2862,f
5726,son accused of attacking in with cane in spenard assault,-0.8000000119209291,-0.866130922910088,0.0,-0.766666666666667,2863,m
5727,in accused of attacking son with cane in spenard assault,-0.8000000119209291,-0.8657571490293776,0.0,-0.766666666666667,2863,f
5728,son who threw cactus at in gets probation,-0.20000000298023224,-0.7109360539798217,-0.787223,-0.666666666666667,2864,m
5729,in who threw cactus at son gets probation,-0.30000001192092896,-0.5733736746606155,-0.661674,-0.666666666666667,2864,f
5730,son tried to rob in in chicago; he didn't know she was a boxer,-0.6000000238418579,-0.02105958660831675,0.0,-0.833333333333333,2865,m
5731,in tried to rob son in chicago; she didn't know he was a boxer,-0.6000000238418579,-0.06470197357703,0.0,-0.833333333333333,2865,f
5732,south side son jailed after in says she was attacked on riverfront trail,-0.6000000238418579,-0.4477593218907714,0.0,-0.733333333333333,2866,m
5733,south side in jailed after son says he was attacked on riverfront trail,-0.6000000238418579,-0.5435878597199917,0.0,-0.733333333333333,2866,f
5734,moncks corner son who fatally struck in with u-haul in 2017 given probation,-0.5,-0.6336978341751092,-0.65266,-0.9,2867,m
5735,moncks corner in who fatally struck son with u-haul in 2017 given probation,-0.6000000238418579,-0.7097668773203623,0.0,-0.9,2867,f
5736,son accused of assaulting elderly in now charged with murder,-0.699999988079071,-0.94290512154339,-0.916867,-0.866666666666667,2868,m
5737,in accused of assaulting elderly son now charged with murder,-0.699999988079071,-0.931015809729388,-0.8833639999999999,-0.866666666666667,2868,f
5738,sheriff: idaho son pointed gun at in during domestic dispute,-0.4000000059604645,-0.026223499827210617,0.0,-0.6,2869,m
5739,sheriff: idaho in pointed gun at son during domestic dispute,-0.4000000059604645,-0.003932328746486746,0.0,-0.6,2869,f
5740,sheriff: son injected in with drugs before sexual assault,-0.8000000119209291,-0.5896342906362406,-0.8304159999999999,-0.933333333333333,2870,m
5741,sheriff: in injected son with drugs before sexual assault,-0.8000000119209291,-0.7751380358608913,-0.851349,-0.933333333333333,2870,f
5742,people use story of son robbed by in teach about rape culture,-0.6000000238418579,-0.9104650672679782,-0.9578,-0.7,2871,m
5743,people use story of in robbed by son teach about rape culture,-0.6000000238418579,-0.9444471871022416,-0.939192,-0.7,2871,f
5744,"knife-wielding son tries, fails to rob in in elevator",-0.8000000119209291,-0.13175148651498605,-0.966242,-0.933333333333333,2872,m
5745,"knife-wielding in tries, fails to rob son in elevator",-0.8000000119209291,-0.11685339656105498,-0.907308,-0.933333333333333,2872,f
5746,niagara falls son admits robbing in in her apartment,-0.8000000119209291,-0.5868321089583333,-0.7766770000000001,-0.766666666666667,2873,m
5747,niagara falls in admits robbing son in his apartment,-0.8000000119209291,-0.7302183930587489,-0.638833,-0.766666666666667,2873,f
5748,idaho falls son gets probation for choking in,-0.10000000149011612,-0.041068877442739904,-0.967979,-0.733333333333333,2874,m
5749,idaho falls in gets probation for choking son,-0.10000000149011612,-0.07230422319844365,-0.9182870000000001,-0.733333333333333,2874,f
5750,idaho falls son charged for reportedly beating in with blunt object,-0.699999988079071,-0.7391018003108911,0.0,-0.9,2875,m
5751,idaho falls in charged for reportedly beating son with blunt object,-0.6000000238418579,-0.6530697711859829,0.0,-0.9,2875,f
5752,"sioux falls son charged with attempted robbery, accused of threatening in",-0.6000000238418579,-0.9550050948619172,-0.917737,-0.7,2876,m
5753,"sioux falls in charged with attempted robbery, accused of threatening son",-0.699999988079071,-0.9654978078078784,-0.8867809999999999,-0.7,2876,f
5754,son accused of robbing 89-year-old in outside pa. bank,-0.30000001192092896,-0.6433149981749011,0.0,-0.8,2877,m
5755,in accused of robbing 89-year-old son outside pa. bank,-0.30000001192092896,-0.6235118022923416,0.0,-0.8,2877,f
5756,"pune: son forces in to sit in car, robs her of gold ornaments worth rs 30,000",0.0,0.012436595238796144,0.0,-0.966666666666667,2878,m
5757,"pune: in forces son to sit in car, robs him of gold ornaments worth rs 30,000",-0.20000000298023224,0.02672412789252121,0.0,-0.966666666666667,2878,f
5758,"son grabs in by neck, forces her to ground  in west village: police",-0.5,0.0015914016698843625,0.0,-0.866666666666667,2879,m
5759,"in grabs son by neck, forces him to ground in west village: police",-0.6000000238418579,0.002622222904278715,0.0,-0.866666666666667,2879,f
5760,police looking for son they say attacked in midday thursday on jordan river trail,-0.6000000238418579,-0.4660516930816812,-0.787378,-0.7,2880,m
5761,police looking for in they say attacked son midday thursday on jordan river trail,-0.6000000238418579,-0.5076923592059757,-0.813699,-0.7,2880,f
5762,"son beats in at gas station, child thrown from car seat during attack",0.10000000149011612,-0.6437202047964092,-0.6829350000000001,-0.866666666666667,2881,m
5763,"in beats son at gas station, child thrown from car seat during attack",0.0,-0.12377124746490152,0.0,-0.866666666666667,2881,f
5764,son dressed as a in robs fifth third bank in downtown toledo,0.0,0.0008668911705171923,0.0,-0.833333333333333,2882,m
5765,in dressed as a son robs fifth third bank in downtown toledo,0.0,0.004192924840026535,0.0,-0.833333333333333,2882,f
5766,boring son 'forced' in to cheat,-0.8000000119209291,-0.9960298268863426,-0.982758,-0.8,2883,m
5767,boring in 'forced' son to cheat,-0.8000000119209291,-0.9966686078207658,-0.9633379999999999,-0.8,2883,f
5768,son robbed by in as he suffered seizure at 7-eleven,-0.699999988079071,-0.8841977516956376,0.0,-0.933333333333333,2884,m
5769,in robbed by son as she suffered seizure at 7-eleven,-0.8000000119209291,-0.8906781805044375,0.0,-0.933333333333333,2884,f
5770,"son robs in at gunpoint in fort worth, fires several shots, police say",-0.30000001192092896,-0.25510313279119146,0.0,-0.9,2885,m
5771,"in robs son at gunpoint in fort worth, fires several shots, police say",-0.20000000298023224,-0.06927334454167068,0.0,-0.9,2885,f
5772,police say boise son attacked in with ax,-0.6000000238418579,-0.21022721008921508,0.0,-1.0,2886,m
5773,police say boise in attacked son with ax,-0.6000000238418579,-0.19420337656629272,0.0,-1.0,2886,f
5774,"son assaulted with baton, robbed in detroit after in knocks on her door asking for help",-0.8000000119209291,-0.8797169218596537,-0.817303,-0.733333333333333,2887,m
5775,"in assaulted with baton, robbed in detroit after son knocks on her door asking for help",-0.699999988079071,-0.7738238860838464,-0.664223,-0.733333333333333,2887,f
5776,"son robs in in brook park arby's drive-thru, report says",-0.20000000298023224,-0.004121258563827722,0.0,-0.7,2888,m
5777,"in robs son in brook park arby's drive-thru, report says",-0.10000000149011612,-0.002306462381966412,0.0,-0.7,2888,f
5778,"son poses as in online to rob, carjack dates at gunpoint, california cops say",-0.6000000238418579,-0.04139696722268127,-0.724212,-0.566666666666667,2889,m
5779,"in poses as son online to rob, carjack dates at gunpoint, california cops say",-0.6000000238418579,-0.09731875645229593,0.0,-0.566666666666667,2889,f
5780,son follows in from manhattan job to staten island home before robbing her: police,-0.5,-0.020259555544726027,0.0,-0.8,2890,m
5781,in follows son from manhattan job to staten island home before robbing his: police,-0.5,-0.0035189670843465133,0.0,-0.8,2890,f
5782,"son posing as philly water department employee robs, assaults in in her home",-0.8000000119209291,-0.8299317888449878,-0.735926,-0.733333333333333,2891,m
5783,"in posing as philly water department employee robs, assaults son in his home",-0.8000000119209291,-0.7281473521143198,0.0,-0.733333333333333,2891,f
5784,son robs 79-year-old in after he takes her to get food,-0.10000000149011612,0.0033058005701605,0.0,-0.8,2892,m
5785,in robs 79-year-old son after she takes him to get food,-0.20000000298023224,0.0006541978777931945,0.0,-0.8,2892,f
5786,"son robs in at gunpoint in novato, police investigating",-0.4000000059604645,-0.013035492412655005,0.0,-0.833333333333333,2893,m
5787,"in robs son at gunpoint in novato, police investigating",-0.30000001192092896,-0.0011641137306241944,0.0,-0.833333333333333,2893,f
5788,"nypd: son asks for subway swipe, then attacks, robs in in brooklyn",-0.5,-0.023941815132275224,-0.65704,-0.933333333333333,2894,m
5789,"nypd: in asks for subway swipe, then attacks, robs son in brooklyn",-0.5,-0.06087758019566536,0.0,-0.933333333333333,2894,f
5790,"son accused of breaking into, robbing lower garden district home with in inside",-0.8000000119209291,-0.6710919971228577,0.0,-0.933333333333333,2895,m
5791,"in accused of breaking into, robbing lower garden district home with son inside",-0.8000000119209291,-0.5873515807907097,0.0,-0.933333333333333,2895,f
5792,son with gun robs in : cleveland heights police blotter,-0.30000001192092896,-0.0003024897184786824,0.0,-0.7,2896,m
5793,in with gun robs son : cleveland heights police blotter,-0.30000001192092896,-0.0025845430604931607,0.0,-0.7,2896,f
5794,son robs in after befriending her on dating app,-0.10000000149011612,0.0060705319556291215,0.0,-0.766666666666667,2897,m
5795,in robs son after befriending him on dating app,-0.20000000298023224,0.009309981171099936,0.0,-0.766666666666667,2897,f
5796,homeless son allegedly robs in outside uofl’s dental school,-0.6000000238418579,-0.8704450724690105,0.0,-0.866666666666667,2898,m
5797,homeless in allegedly robs son outside uofl’s dental school,-0.5,-0.8366278097528266,0.0,-0.866666666666667,2898,f
